ID305B,WATER_NAME,LOCATION,source,coord,county
VAP-J12R_APP01A08,Appomattox River,From Deep Creek Downstream to Lake Chesdin,rvr,"c(-77.752612419061, 37.2849090893622)",Chesterfield
VAP-J12R_BUR01A04,Burton Creek,The mainstem of Burton Creek,rvr,"c(-77.8185362142158, 37.2356204064132)",Amelia
VAP-J12R_HOI01A00,Horsepen Branch,Horsepen Branch from its headwaters to the confluence with the Appomattox River.,rvr,"c(-77.7978610186199, 37.2796060928427)",Amelia
VAP-J12R_LNG01A04,Long Branch,The mainstem of Long Branch.,rvr,"c(-77.7982989333428, 37.213358879966)",Amelia
VAP-J12R_SUC01A00,Surline Creek,Surline Creek from the pond above the bridge at Rt. 602 downstream to the mouth at Winterpock Creek.,rvr,"c(-77.6958983402718, 37.327072250421)",Chesterfield
VAP-J12R_WPK01A00,Winterpock Creek,The tributaries of Winterpock Creek excluding Surline Creek and its tributaries.,rvr,"c(-77.7326772863866, 37.33873181572)",Chesterfield
VAP-J12R_WPK01A98,Winterpock Creek,"Headwaters to mouth at Appomattox River. In 2006, the segment was shortened based on the Natural Conditions Assessment report for Winterpock Cr.",rvr,"c(-77.7187577647671, 37.3430914365674)",Chesterfield
VAP-J12R_WTK01A00,Winticomack Creek,Winticomack Creek from its headwaters to its confluence with Long Branch.,rvr,"c(-77.8235485878733, 37.2183044666034)",Amelia
VAP-J12R_WTK02A00,Winticomack Creek,Winticomack Creek from the confluence with Long Branch to the confluence with the Appomattox River.,rvr,"c(-77.7498773670851, 37.2535093377804)",Amelia
VAP-J12R_XTY01A04,UT to Winticomack Creek,Headwaters to mouth at Winticomack Creek,rvr,"c(-77.8375318208115, 37.2225132285105)",Amelia
VAP-J12R_XTZ01A04,UT to Winticomack Creek,Headwaters to mouth,rvr,"c(-77.7486394107664, 37.2330372584425)",Amelia
VAP-J12R_XUC01A04,UT to Surline Creek,Headwaters to mouth at Surline Creek,rvr,"c(-77.7004225457565, 37.3442861337896)",Chesterfield
VAP-J12R_XWB01A04,UT to Winticomack Creek (Long Branch),Headwaters to mouth,rvr,"c(-77.7924645300152, 37.2551664592459)",Amelia
VAP-J12R_ZZZ01A14,Unsegmented rivers in J12,HUC: 02080207 JA34,rvr,"c(-77.7850615052299, 37.2612310694954)",Amelia
VAP-J12R_ZZZ01B14,Unsegmented rivers in J12,HUC: 02080207 JA35,rvr,"c(-77.7241863147012, 37.3465423354937)",Chesterfield
VAP-J12R_ZZZ01C14,Unsegmented rivers in J12,HUC: 02080207 JA36,rvr,"c(-77.731337295373, 37.2859173087048)",Chesterfield
VAP-J12R_ZZZ02A14,Unsegmented rivers in J12,HUC: 02080207 JA35,rvr,"c(-77.6776040199009, 37.3285258248629)",Chesterfield
VAP-J12R_ZZZ02B14,Unsegmented rivers in J12,HUC: 02080207 JA36,rvr,"c(-77.6615304865779, 37.289778109257)",Chesterfield
VAP-J13R_NMZ01A00,Namozine Creek,Namozine Creek from its headwaters to the confluence with Tylers Branch.,rvr,"c(-77.8189632071319, 37.174168223835)",Dinwiddie
VAP-J13R_ZZZ01A00,Unsegmented rivers in J13,HUC: 02080207 JA37,rvr,"c(-77.7548592128747, 37.1936026896974)",Amelia
VAP-J14R_CCC01A06,Cattle Creek,Cattle Creek from headwaters to the limit with Lake Chesdin,rvr,"c(-77.6198619807014, 37.2944903525904)",Chesterfield
VAP-J14R_STY01A08,Stoney Creek,Headwaters to Lake Chesdin,rvr,"c(-77.5799995434882, 37.2698665907312)",Chesterfield
VAP-J14R_WNK01A00,Whipponock Creek,Whipponock Creek from its headwaters to the limit of Lake Chesdin.,rvr,"c(-77.6501150392617, 37.2008212255965)",Dinwiddie
VAP-J14R_ZZZ01A14,Unsegmented rivers in J14,HUC: 02080207 JA38,rvr,"c(-77.6386202813016, 37.2023004305139)",Dinwiddie
VAP-J14R_ZZZ01B14,Unsegmented rivers in J14,HUC: 02080207 JA39,rvr,"c(-77.593453633376, 37.2598568961149)",Chesterfield
VAP-J15R_APP01A12,Appomattox River,"The Appomattox River from the Rohoic Creek to the fall line at the Route 1/301 bridge.

Virginia Scenic River",rvr,"c(-77.4191189777409, 37.2312930053904)",Petersburg
VAP-J15R_APP01A98,Appomattox River,"The Appomattox River from the Lake Chesdin dam to the confluence of Rohoic Creek

",rvr,"c(-77.4810034326386, 37.2229295360638)",Chesterfield
VAP-J15R_ASH01A06,Ashton Creek,"Headwaters to mouth at Appomattox River

02080207",rvr,"c(-77.4123046360488, 37.3298159523817)",Chesterfield
VAP-J15R_CLC01A12,Cattail Run,Mainstem of Cattail Run,rvr,"c(-77.4718652630545, 37.2024309358019)",Dinwiddie
VAP-J15R_HRA01A04,Harrison Creek,"Headwaters to mouth at Appomattox River.

",rvr,"c(-77.3634171658793, 37.2310864920628)",Petersburg
VAP-J15R_LTC01A08,Lieutenant Run,From the headwaters to the mouth of the Appomattox,rvr,"c(-77.4024548121658, 37.2156602965302)",Petersburg
VAP-J15R_OTC01A00,Oldtown Creek,"Oldtown Creek from the confluence with Big Branch to the fall line.
",rvr,"c(-77.4107635173349, 37.2609017799595)",Colonial Heights
VAP-J15R_OTC01B08,Oldtown Creek,Headwaters to the confluence of Big Branch,rvr,"c(-77.4678773314508, 37.2434187810813)",Chesterfield
VAP-J15R_POR01A04,Poor Creek,"Headwaters to mouth at Appomattox River

",rvr,"c(-77.3781060910087, 37.225400474578)",Petersburg
VAP-J15R_RHC01A06,Rohoic Creek,"Headwaters to mouth at Appomattox River
",rvr,"c(-77.4472801643056, 37.194096460491)",Dinwiddie
VAP-J15R_WAL01A12,Wallace Creek,Headwaters to the mouth at the Appomattox River,rvr,"c(-77.5355094331212, 37.2038158440253)",Dinwiddie
VAP-J15R_XBJ01A14,"UT to Appomattox River, North Channel",MS4 at Dimmick PKWY to the Appomattox River,rvr,"c(-77.3813949650168, 37.2493421297838)",Chesterfield
VAP-J15R_XBK01A14,UT to Fleets Branch,MS4 at the end of Bradsher road to the confluence with Fleets Branch,rvr,"c(-77.4155768594474, 37.2408990316881)",Colonial Heights
VAP-J15R_XDW01A12,UT to Appomattox,From the headwaters to the confluence with the Appomattox,rvr,"c(-77.3619540866892, 37.2458865915958)",Prince George
VAP-J15R_ZZZ01A00,Unsegmented rivers in J15,HUC: 02080207 JA40,rvr,"c(-77.4484818181133, 37.2255312667873)",Chesterfield
VAP-J15R_ZZZ02A02,Unsegmented rivers in J15,HUC: 02080207 JA45,rvr,"c(-77.3669751828472, 37.3117592862481)",Chesterfield
VAP-J16R_BCM01A04,Blackman Creek,"Headwaters to mouth

HUC: 02080207",rvr,"c(-77.752612118731, 37.4116613399033)",Chesterfield
VAP-J16R_DRY01A14,"Dry Creek, West Branch",Headwaters to RM1.02,rvr,"c(-77.7168305505591, 37.4030666357589)",Chesterfield
VAP-J16R_DYC02A20,Dry Creek,Headwaters to Mouth,rvr,"c(-77.7034024699721, 37.3910674941277)",Chesterfield
VAP-J16R_HEP01A04,Horsepen Creek,Headwaters to mouth,rvr,"c(-77.7498620248276, 37.4299684727066)",Chesterfield
VAP-J16R_LIX01A14,UT to Little Tomahawk Creek,HUC: 02080207 JA41,rvr,"c(-77.659713618822, 37.492427024912)",Chesterfield
VAP-J16R_LTM01A18,Little Tomahawk Creek,Headwaters to UT,rvr,"c(-77.6619526825021, 37.4890840511816)",Chesterfield
VAP-J16R_OTD01A14,Otterdale Branch,Headwaters to the mouth at Swift Creek Reservoir,rvr,"c(-77.7360020839426, 37.4452034174779)",Chesterfield
VAP-J16R_SFT01A00,Swift Creek,Swift Creek from the confluence with Turkey Creek downstream to the limit of Swift Creek Reservoir.,rvr,"c(-77.7039710389021, 37.4552528021473)",Chesterfield
VAP-J16R_SFT03A12,Swift Creek,From the Chesterfield County Line To the confluence of Turkey Creek,rvr,"c(-77.7386781685069, 37.4769483435848)",Chesterfield
VAP-J16R_TMK02A20,Tomahawk Creek,Headwaters to UT near Otterdale Road,rvr,"c(-77.6953044862652, 37.4926340342706)",Chesterfield
VAP-J16R_ZZZ01A00,Unsegmented rivers in J16,HUC: 02080207 JA41,rvr,"c(-77.7530688938992, 37.4832359087221)",Powhatan
VAP-J16R_ZZZ02A00,Unsegmented rivers in J16,HUC: 02080207 JA41,rvr,"c(-77.7132912249056, 37.4296414999898)",Chesterfield
VAP-J17R_CUR01A08,Church Branch,From headwaters to the mouth at Franks Branch,rvr,"c(-77.4977889521318, 37.2690302983397)",Chesterfield
VAP-J17R_FNK01A00,Franks Branch,Franks Branch from the headwaters to the mouth at Swift Creek.,rvr,"c(-77.5127343905994, 37.268638076882)",Chesterfield
VAP-J17R_FST01A00,First Branch,First Branch from the headwaters to the mouth at Licking Creek.,rvr,"c(-77.5637619314661, 37.3438093775767)",Chesterfield
VAP-J17R_LIA01A10,Licking Creek,"From the confluence with second Branch, to Swift Creek",rvr,"c(-77.5132802772961, 37.3274127599832)",Chesterfield
VAP-J17R_LIA01B18,Licking Creek,Headwaters to confluence of second branch,rvr,"c(-77.5276673232207, 37.3398827329686)",Chesterfield
VAP-J17R_LNS01A10,Long Swamp,From its headwater to the mouth at Swift Creek,rvr,"c(-77.4963911956445, 37.303408639998)",Chesterfield
VAP-J17R_NUT01A06,Nuttree Branch,Nuttree Branch from headwaters to mouth at Swift Creek.,rvr,"c(-77.6419800530387, 37.4399065544674)",Chesterfield
VAP-J17R_REY01A10,Reedy Branch,From its headwaters to the confluence with Swift Creek,rvr,"c(-77.6279021898349, 37.3899583995193)",Chesterfield
VAP-J17R_RTA01A08,Rita Branch,From the headwaters to the confluence of Second Branch,rvr,"c(-77.5707198410926, 37.3000044651473)",Chesterfield
VAP-J17R_SEC01A00,Second Branch,Second Branch from Crostick Millpond to Lake Margaret.,rvr,"c(-77.5455235405595, 37.3189752717852)",Chesterfield
VAP-J17R_SEC01B06,Second Branch,Second Branch from headwaters downstream to confluence with Mann Creek,rvr,"c(-77.6304562408543, 37.3378470873552)",Chesterfield
VAP-J17R_SEC01C14,Second Branch,Crostick Millpond,rvr,"c(-77.5567254762775, 37.3226028254286)",Chesterfield
VAP-J17R_SFT01A00,Swift Creek,Swift Creek from the Swift Creek Reservoir dam downstream to the confluence with Reedy Creek.,rvr,"c(-77.6290372580368, 37.410683682282)",Chesterfield
VAP-J17R_SFT01B98,Swift Creek,Swift Creek from the Swift Creek Lake dam downstream to the confluence with Licking Creek.,rvr,"c(-77.5159731171659, 37.3564217881195)",Chesterfield
VAP-J17R_SFT01C98,Swift Creek,Swift Creek from the Lakeview Dam to the confluence with Timsbury Creek.,rvr,"c(-77.4041997169446, 37.2789284259745)",Colonial Heights
VAP-J17R_SFT01D06,Swift Creek,Swift Creek from confluence with Franks Branch downstream to Rt. 625 Branders Bridge above Lakeview.,rvr,"c(-77.4492796271029, 37.2859676090436)",Chesterfield
VAP-J17R_SFT02A00,Swift Creek,Swift Creek from Reedy Branch to the limit of Swift Creek Lake.,rvr,"c(-77.5904973115948, 37.3948959994478)",Chesterfield
VAP-J17R_SFT02B00,Swift Creek,Swift Creek from the confluence with Licking Creek downstream to the confluence with Franks Branch.,rvr,"c(-77.4861993672502, 37.3091462786175)",Chesterfield
VAP-J17R_SNC01A00,Spring Run,Spring Run from its headwaters downstream to the confluence with Swift Creek.,rvr,"c(-77.6618052571811, 37.3881416819335)",Chesterfield
VAP-J17R_TBY01A06,Timsbury Creek,Timsbury Creek from headwaters to mouth at Swift Creek.,rvr,"c(-77.4275674051093, 37.3106540322128)",Chesterfield
VAP-J17R_TRO01A00,Third Branch,Third Branch from the headwaters to the limit of Swift Creek Lake.,rvr,"c(-77.616956672337, 37.3737815989047)",Chesterfield
VAP-J17R_XAL01A18,UT to Swift Creek,Headwaters to mouth at swift Creek just below Bradley Bridge,rvr,"c(-77.4833397921407, 37.3233165472045)",Chesterfield
VAP-J17R_XZG01A10,UT to Swift Creek,From its headwater to the confluence with Swift Creek,rvr,"c(-77.5956831936787, 37.4124885511156)",Chesterfield
VAP-J17R_ZZZ01A00,Unsegmented rivers in J17,HUC: 02080207 JA42,rvr,"c(-77.6099737949204, 37.3935406639604)",Chesterfield
VAP-J17R_ZZZ02A14,Unsegmented rivers in J17,HUC: 02080207 JA42,rvr,"c(-77.5147188825167, 37.3624235682768)",Chesterfield
VAP-J17R_ZZZ02B14,Unsegmented rivers in J17,HUC: 02080207 JA43,rvr,"c(-77.5760386167397, 37.3286359821717)",Chesterfield
VAP-J17R_ZZZ02C14,Unsegmented rivers in J17,HUC: 02080207 JA44,rvr,"c(-77.4905414222419, 37.287650712822)",Chesterfield
VAP-K01R_BKS01A16,Blackstone Creek,Blackstone Creek from its headwaters to its mouth,rvr,"c(-78.3553960739401, 36.8221435672616)",Mecklenburg
VAP-K01R_CPR01A14,Crupper Run,From its headwaters to the mouth,rvr,"c(-78.4154761299323, 36.9081268737023)",Lunenburg
VAP-K01R_FNY01A08,Finneywood Creek,Finneywood Creek from its headwaters to its mouth on the South Meherrin River,rvr,"c(-78.4596582538277, 36.851133427708)",Mecklenburg
VAP-K01R_HSC01C20,Horsepen Creek,Headwaters to the mouth at South Meherrin River,rvr,"c(-78.4314366903834, 36.8330090379406)",Mecklenburg
VAP-K01R_KTS01A14,Kits Creek,From its headwaters to the mouth,rvr,"c(-78.3138282708931, 36.8155987724616)",Mecklenburg
VAP-K01R_MMR01A98,Middle Meherrin River,Crupper Run to mouth,rvr,"c(-78.3574179364711, 36.8785078982983)",Lunenburg
VAP-K01R_MMR02A08,Middle Meherrin River,Middle Meherrin River from its headwaters to its confluence with Crupper Run,rvr,"c(-78.4323131656488, 36.9394029893498)",Lunenburg
VAP-K01R_SMR01A06,South Meherrin River,South Meherrin River from Finneywood Creek to Blackstone Creek.,rvr,"c(-78.3878162542271, 36.8577327600401)",Lunenburg
VAP-K01R_SMR02A16,South Meherrin River,South Meherrin River from its headwaters to its confluence with Finneywood Creek,rvr,"c(-78.4715289762523, 36.8833793457051)",Lunenburg
VAP-K01R_XEI01A08,"South Meherrin River, Unnamed Tributary",From its headwaters to the mouth on the South Meherrin River,rvr,"c(-78.4259847656831, 36.8773952296866)",Lunenburg
VAP-K01R_XHR01A10,"Kits Creek, UT",From the headwaters to the mouth on Kits Creek.,rvr,"c(-78.3117480246388, 36.8095514891049)",Mecklenburg
VAP-K01R_ZZZ01A00,Unsegmented Portion of Watershed K01,Unsegmented portion of the watershed.,rvr,"c(-78.3491589306346, 36.8363888910415)",Mecklenburg
VAP-K01R_ZZZ01B14,Unsegmented Portion of Watershed K01,Unnamed tributaries to the Middle Meherrin River in CM01,rvr,"c(-78.4188192888556, 36.9256218668894)",Lunenburg
VAP-K01R_ZZZ01C14,Unsegmented Portion of Watershed K01,Unnamed tributaries to South Meherrin River in CM02,rvr,"c(-78.4671662173382, 36.8714011208845)",Mecklenburg
VAP-K02R_BJC01A98,Big Juniper Creek,Little Juniper Creek to mouth.,rvr,"c(-78.3739631449263, 36.9668331732337)",Lunenburg
VAP-K02R_CHS01A08,Couches Creek,Couches Creek from its headwaters to its mouth on the North Meherrin River,rvr,"c(-78.2779418729805, 36.9777310106223)",Lunenburg
VAP-K02R_KIT01A06,Kits Creek,Kits Creek from its headwaters to the mouth,rvr,"c(-78.353149558714, 36.932636316824)",Lunenburg
VAP-K02R_LDB01A10,Ledbetter Creek,Ledbetter Creek from its headwaters to its mouth.,rvr,"c(-78.3392348309563, 37.0559355685011)",Lunenburg
VAP-K02R_LLT01C20,Little Tussekiah Creek,Headwaters to the mouth,rvr,"c(-78.2915437278635, 37.0379839855823)",Lunenburg
VAP-K02R_NMR01A98,North Meherrin River,Couches Creek to Reedy Creek.,rvr,"c(-78.3167916567506, 36.9179553204771)",Lunenburg
VAP-K02R_NMR01B00,North Meherrin River,"Confluence of unnamed tributary below unimproved road to mouth.

Designated State Scenic River.",rvr,"c(-78.278545659771, 36.837989490711)",Lunenburg
VAP-K02R_NMR01C20,North Meherrin River,Confluence with Spring Creek to the confluence with Ledbetter Creek,rvr,"c(-78.3619243794825, 37.0184352058732)",Lunenburg
VAP-K02R_NMR02B04,North Meherrin River,Confluence with Reedy Creek to unnamed tributary below unimproved road.,rvr,"c(-78.2949701116383, 36.8676952078151)",Lunenburg
VAP-K02R_NMR03A12,North Meherrin River,"North Meherrin River from its headwaters to its confluence with Owl Creek

Segment extent corrected in the 2018 cycle.",rvr,"c(-78.4261325623524, 37.0540307492569)",Lunenburg
VAP-K02R_RYK01A08,Reedy Creek,Reedy Creek from its headwaters to its mouth on the North Meherrin River,rvr,"c(-78.2616477221528, 36.9306777264549)",Lunenburg
VAP-K02R_TSK01A14,Tussekiah Creek,From its headwaters to the mouth,rvr,"c(-78.3170748763011, 37.0228757331147)",Lunenburg
VAP-K02R_XET01A06,"XET - Reedy Creek, Unnamed Tributary",An unnamed tributary of Reedy Creek from its headwaters to the mouth,rvr,"c(-78.25861619254, 36.947091864262)",Lunenburg
VAP-K02R_ZZZ01A00,Unsegmented Portion of Watershed K02,Unsegmented portion of the watershed CM07,rvr,"c(-78.2872801444204, 36.9159151299691)",Lunenburg
VAP-K02R_ZZZ01B14,Unsegmented Portion of Watershed K02,Unnamed tributaries to the North Meherrin River in CM06,rvr,"c(-78.2771140667248, 36.9873713116753)",Lunenburg
VAP-K02R_ZZZ01C14,Unsegmented Portion of Watershed K02,Unnamed tributaries to the North Meherrin River in CM04,rvr,"c(-78.3759971955171, 37.0509907752883)",Lunenburg
VAP-K02R_ZZZ01D14,Unsegmented Portion of Watershed K02,Unnamed tributaries to the North Meherrin River in CM05,rvr,"c(-78.3961250427547, 36.9883731204254)",Lunenburg
VAP-K03R_BEC01A14,Bears Element Creek,From its headwaters to the mouth,rvr,"c(-78.2140623830819, 36.8809405003896)",Lunenburg
VAP-K03R_BRD01A06,Broad Branch,From its headwaters to the mouth,rvr,"c(-78.1102112458094, 36.8757542482285)",Lunenburg
VAP-K03R_CRK01A14,Crooked Creek,From its headwaters to the mouth,rvr,"c(-78.1695174493671, 36.847394900904)",Lunenburg
VAP-K03R_FRC01A98,Flat Rock Creek,"First confluence downstream of Route 647 to the mouth.

Segment extent corrected and merged in the 2018 cycle.",rvr,"c(-78.1173931474798, 36.8482696436949)",Lunenburg
VAP-K03R_FRC01B18,Flat Rock Creek,"Kenbridge WTP intake to the first confluence downstream of the Route 647 bridge

AU split off in the 2018 cycle to correct segmentation.

Segment extent corrected and merged in the 2018 cycle.",rvr,"c(-78.1301304556537, 36.9178845000999)",Lunenburg
VAP-K03R_FRC02A06,Flat Rock Creek,"Route 652 to Kenbridge PWS intake.

Segment split in the 2018 cycle.",rvr,"c(-78.1533125162871, 36.9416339091994)",Lunenburg
VAP-K03R_FRC02B18,Flat Rock Creek,"Headwaters to Route 652.

Segment split in the 2018 cycle.",rvr,"c(-78.1900391410212, 36.9489232416908)",Lunenburg
VAP-K03R_KST01B20,Kettlesticks Creek,headwaters to the confluence with Flat Rock Creek,rvr,"c(-78.0967612972069, 36.8772002272324)",Lunenburg
VAP-K03R_MHN01A00,Meherrin River,Meherrin River from the South Hill raw water intake to a point 5 miles upstream.,rvr,"c(-78.2095341237425, 36.8058458322729)",Mecklenburg
VAP-K03R_MHN01B06,Meherrin River,Meherrin River from the confluence with North Meherrin River to a point 5 miles upstream of the South Hill Intake.,rvr,"c(-78.2593813006221, 36.8180256432964)",Mecklenburg
VAP-K03R_MHN02A04,Meherrin River,From South Hill's raw water intake to the confluence with Crooked Creek.,rvr,"c(-78.1568202347812, 36.797981901062)",Mecklenburg
VAP-K03R_MHN03A08,Meherrin River,Meherrin River from its confluence with Crooked Creek to its confluence with Flat Rock Creek.,rvr,"c(-78.1221160909573, 36.7919082940495)",Mecklenburg
VAP-K03R_MSC01A10,Mason Creek,Mason Creek from a point 5 miles upstream of PWS intake to its mouth on the Meherrin River.,rvr,"c(-78.2258588886037, 36.8184913108132)",Lunenburg
VAP-K03R_MSC01B14,Mason Creek,"Mason Creek from its headwaters to a point 5 miles upstream of the PWS intake

Segment adjusted in the 2018 cycle.",rvr,"c(-78.2411106125109, 36.8560904677773)",Lunenburg
VAP-K03R_XFH01A06,"XFH - Flat Rock Creek, Unnamed Tributary",From its headwaters to the mouth,rvr,"c(-78.1544401716446, 36.8972047090589)",Lunenburg
VAP-K03R_XFI01A06,"Flat Rock Creek, Unnamed Tributary",From its headwaters to the mouth,rvr,"c(-78.1489693065085, 36.9107439166878)",Lunenburg
VAP-K03R_ZZZ01A18,Unsegmented waters of K03,Unsegmented portion of the watershed CM09,rvr,"c(-78.158400975188, 36.8108822906653)",Lunenburg
VAP-K03R_ZZZ01B14,Unsegmented Portion of Watershed K03,Unnamed tributaries to Flat Rock Creek in CM10,rvr,"c(-78.1352550890543, 36.898915731124)",Lunenburg
VAP-K03R_ZZZ01C14,Unsegmented Portion of Watershed K03,Unnamed tributaries to the Meherrin River in CM08,rvr,"c(-78.2485171613405, 36.8472465656781)",Lunenburg
VAP-K03R_ZZZ02A06,Unsegmented Portion of Watershed K03,Unsegmented Portion of CM09 -  PWS,rvr,"c(-78.1998586519683, 36.7997175851913)",Mecklenburg
VAP-K03R_ZZZ02B14,Unsegmented Portion of Watershed K03,Unnamed tributaries to the Meherrin River in CM08 - PWS,rvr,"c(-78.2352341971557, 36.8010471330675)",Mecklenburg
VAP-K04R_MHN01A06,Meherrin River,"Meherrin River from Flat Rock Creek to Stony Creek.

Extended upstream in the 2018 cycle.",rvr,"c(-78.0746252129724, 36.7876741532514)",Lunenburg
VAP-K04R_MHN01B10,Meherrin River,Stony Creek to Taylors Creek,rvr,"c(-78.0077726385529, 36.7743396638547)",Brunswick
VAP-K04R_SHN01A06,Shining Creek,The mainstem of Shining Creek,rvr,"c(-77.9939708844342, 36.8128137278813)",Brunswick
VAP-K04R_SNY01A96,Stony Creek,Headwaters to mouth.,rvr,"c(-78.0642550223839, 36.8491744645632)",Lunenburg
VAP-K04R_TLR01A10,Taylors Creek,Headwaters to mouth at the Meherrin River,rvr,"c(-78.0550940309619, 36.738704554214)",Mecklenburg
VAP-K04R_ZZZ01A14,Unsegmented rivers in K04,Unsegmented portion of watershed CM11.,rvr,"c(-78.0493463548279, 36.8166378540126)",Lunenburg
VAP-K05R_ALN01A08,Allen Creek,Headwaters to mouth,rvr,"c(-77.8379433956568, 36.6812967588049)",Brunswick
VAP-K05R_BRY01A02,Briery Branch,Headwaters to mouth,rvr,"c(-77.9602222031357, 36.7701910659769)",Brunswick
VAP-K05R_EVN01A10,Evans Creek,Headwaters to mouth at the Meherrin River.,rvr,"c(-78.0208165875322, 36.7254837798672)",Brunswick
VAP-K05R_GTO01A94,Genito Creek,Headwaters to mouth.,rvr,"c(-77.9576747898978, 36.6834848078254)",Brunswick
VAP-K05R_HAY01A10,Hays Creek,Headwaters to mouth at Meherrin River,rvr,"c(-77.875653322062, 36.6867963343338)",Brunswick
VAP-K05R_HIC01A10,Hicks Creek,Headwaters to mouth at Meherrin River,rvr,"c(-77.9391254957412, 36.6730085474153)",Brunswick
VAP-K05R_LTG01A10,Little Genito Creek,Headwaters to mouth at Genito Creek,rvr,"c(-78.0201106234449, 36.6891079081615)",Brunswick
VAP-K05R_MHN01B98,Meherrin River,Taylors Creek to Hicks Creek.,rvr,"c(-77.9567458997146, 36.7389345049504)",Brunswick
VAP-K05R_MHN02B98,Meherrin River,Hicks Creek to Lawrenceville PWS Intake.,rvr,"c(-77.8862588249845, 36.718940032875)",Brunswick
VAP-K05R_MHN03B98,Meherrin River,Lawrenceville PWS intake to Reedy Creek.,rvr,"c(-77.7672747273952, 36.7151666508305)",Brunswick
VAP-K05R_TRO01A10,Totaro Creek,Start of PWS 5 miles above the Town of Lawrenceville's intake to its mouth at the Meherrin River.,rvr,"c(-77.8966982892244, 36.746918673663)",Brunswick
VAP-K05R_TRO01B10,Totaro Creek,Headwaters to start of PWS segment 5 miles above Town of Lawrenceville's intake,rvr,"c(-77.9264025748328, 36.768191140929)",Brunswick
VAP-K05R_TYD01A16,Tanyard Branch,From its Headwaters to the mouth,rvr,"c(-77.8618033489393, 36.7010983999779)",Brunswick
VAP-K05R_XIM01A16,UT to Hays Creek,Fork of two branches to mouth,rvr,"c(-77.8798290352775, 36.6643190663943)",Brunswick
VAP-K05R_ZZZ01A14,Unsegmented rivers in K05,Unsegmented portion of watershed CM12.,rvr,"c(-78.0129576013183, 36.7366732714885)",Brunswick
VAP-K05R_ZZZ01B14,Unsegmented rivers in K05,Unsegmented portion of watershed CM13.,rvr,"c(-77.9954769918634, 36.6866397130862)",Brunswick
VAP-K05R_ZZZ01C14,Unsegmented rivers in K05,Unsegmented portion of watershed CM14.,rvr,"c(-77.8848520029721, 36.6809695546677)",Brunswick
VAP-K05R_ZZZ02A14,Unsegmented rivers in K05,Unsegmented portion of the watershed designated as PWS.,rvr,"c(-77.8939444147741, 36.7243219419796)",Brunswick
VAP-K06R_GTC01A00,Great Creek,"Upstream of Dixon Millpond, including the pond.",rvr,"c(-78.0351342417969, 36.8994109571828)",Lunenburg
VAP-K06R_GTC01B00,Great Creek,Dixon Millpond dam to Powell Creek,rvr,"c(-78.0095766106954, 36.8731153923371)",Brunswick
VAP-K06R_GTC01C10,Great Creek,Powell Creek to upstream extent of PWS Section 5a-3b.,rvr,"c(-77.9494900767978, 36.8474306312424)",Brunswick
VAP-K06R_GTC02B00,Great Creek,Upstream extent of PWS Section 5a-3b to extent of backwater at Great Creek Reservoir.,rvr,"c(-77.9189044606319, 36.8114474322624)",Brunswick
VAP-K06R_GTC04B00,Great Creek,Great Creek Reservoir dam to the Lawrenceville PWS intake (PWS Section 5a-3b).,rvr,"c(-77.8831826962625, 36.7648801187991)",Brunswick
VAP-K06R_GTC05B00,Great Creek,Lawrenceville PWS intake to its mouth.,rvr,"c(-77.8270340439578, 36.7391618009604)",Brunswick
VAP-K06R_STV01A10,Stevens Branch,Headwaters to mouth at Great Creek,rvr,"c(-77.7974014069139, 36.7539635596944)",Brunswick
VAP-K06R_TEA01A10,Tea Branch,Headwaters to mouth at Great Creek,rvr,"c(-77.9549920930299, 36.8792675883349)",Brunswick
VAP-K06R_XEH01A04,"XEH - Great Creek, UT",Headwaters to mouth at Great Creek,rvr,"c(-77.8169779991985, 36.7491852478787)",Brunswick
VAP-K06R_XEK01A02,"XEK - Great Creek, UT",Headwaters to mouth at Great Creek Reservoir,rvr,"c(-77.930778099597, 36.7902112054854)",Brunswick
VAP-K06R_XEM01A02,"XEM - UT to Great Creek, UT (XEL)",Headwaters to mouth,rvr,"c(-77.9242450908003, 36.7995606545974)",Brunswick
VAP-K06R_XHQ01A10,"XHQ - Great Creek, UT",Headwaters to mouth at Great Creek,rvr,"c(-78.0333313195641, 36.8771741450555)",Lunenburg
VAP-K06R_ZZZ01A00,Unsegmented Rivers in K06,Unsegmented portion of the watershed.,rvr,"c(-77.9350500077449, 36.8330070532406)",Brunswick
VAP-K07R_RSE01A96,Roses Creek,Alberta STP to mouth at Great Creek,rvr,"c(-77.8700473601994, 36.7924712286946)",Brunswick
VAP-K07R_RSE01B10,Roses Creek,Headwaters to Town of Alberta's STP discharge,rvr,"c(-77.9032426629993, 36.853364988778)",Brunswick
VAP-K07R_RYR01A08,Rocky Run,Rocky Run and its tributaries downstream to its mouth at Roses Creek.,rvr,"c(-77.8319835298134, 36.7925374803624)",Brunswick
VAP-K07R_SMN01A18,Soloman Creek,Headwaters to mouth at Roses Creek,rvr,"c(-77.8717919729932, 36.8316987743397)",Brunswick
VAP-K07R_ZZZ01A00,Unsegmented Rivers in K07,Unsegmented portion of the watershed.,rvr,"c(-77.8682065313016, 36.8178467976165)",Brunswick
VAP-K08R_DUK01A16,Dukes Branch,Headwaters to the mouth,rvr,"c(-77.7973919262876, 36.8044382400762)",Brunswick
